"authors","PY","title","idNacsos","doi","includeStudy","effectSize.type","effectNumber","locationOfInformation","studyDesignType","studyDesignType2","studyDesignType3","dependentVariable.co2GHG","dependentVariable.totalCapita","dependentVariable.levelsGrowthrates","logTransformation","largerRoBDummy","Notes.largerRoB","effectSize.informationComplete","effectSize.statisticalEstimate","effectSize.statisticalEstimate.standardized","effectSize.direction","effectSize.cumulativePeriodic","standardError","standardError.standardized","tStatistic","pvalue","confidenceIntervall","sampleSize.total","sampleSize.treatment","sampleSize.control","NumberOfObservations","significanceLevel","mainSpecification","carbonPriceMean","carbonPriceMean.standardized","carbonPriceMeanCurrencyBaseYear.standardized","timeAggregationLevel","entityAggregation","meanEmissions","emissionSector","fuelType","usedData","notes","idStudy","confidenceIntervall.level","confidenceIntervall.lowerBound","confidenceIntervall.upperBound","intervention","intervention_granular","label","did","panel_with_FE","panel_without_FE","synthetic_control","matching","rdd","study_design","idEffect","introduction_date","start_date","end_date","duration","RoB.treat","RoB.control","Notes.RoB.selection","RoB.confounders","Notes.RoB.confounders","RoB.other","Notes.RoB.other","RoB","carbonPriceMean.USD.2010","energy","industry","transport","buildings","industrial_sectors","consumer_sectors","tax","cap_and_trade"
"Gugler, K., Haxhimusa, A., Liebensteiner, M.",2022,"Carbon pricing and emissions: Causal effects of Britain’s carbon tax","M10",NA,"include","introduction effect",NA,"table 1, p 18","RDD/structural break","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level","No",NA,"complete",-10.03,NA,"decrease","periodic",1.351,NA,NA,NA,NA,107,107,NA,NA,NA,NA,NA,NA,NA,"Hour","plant",100.95,"Energy","all fuels","EEX;Transparency_in_Energy_Markets;2018&Gredwatch;GB_National_Grid_Status;2018&PLATTS_PowerVision;SP_Global_Platts_PowerVision;2018","The dates of the policy induces price hikes in the UK CPS where used as introduction dates as this best reflects the analysis performed by the authors; carbon price to be calculated centrally; mean emissions from table A1, p. 32, column ""mean""","M10_1",NA,NA,NA,"UK carbon price support","UK carbon price support","Gugler et al. (2022)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"RDD",146,2015-04-01,2014-04-01,2016-04-01,1.0027397260274,"Probably No","Not applicable","All power plants operation in the UK covered; RDD study, no control group","Probably No","Identification assumptions of RDD discussed in detail and very likely to hold given the presented data.","Probably Yes","Study estimates the effect on all plants inlcuding coal plants which close around the time of introduction (extensive and intensive margin). At the time of introduction of the CPS another policy for air pollution control came into effect which aimed at the closure of coal plants which did not fulfil tight air pollution control standards. It seems unclear what the effect of the air pollution control vs. the effect of the CPS on plant closures was. ","medium",27.5843930070723,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Gupta, Nitish;  Shah, Jay;  Gupta, Satwik;  Kaul, Ruchir",2021,"Causal Impact Of European Union Emission Trading Scheme On Firm Behaviour And Economic Performance: A Study Of German Manufacturing Firms","5142346",NA,"include","introduction effect",NA,"table 3, p.7, phase 1 estimates","DiD","Matching","OLS (pure cross section)","CO2","Total","Levels","log-level","No",NA,"complete",0,NA,"increase","periodic",0.03,NA,NA,NA,NA,28162,27710,452,NA,"insignificant",NA,NA,NA,NA,"Year","country",NA,"Industry","all fuels","AFiD-Panel Industriebetriebe;Statistische Ämter der Länder;2005-2010","Precise zero effect. ""increase"" was selected but ""decrease"" would be equally correct. Mean emissions: Table 1 provides summary stats, but non of the provided values would make for a meaningful mean emissions measure (only mean emissions of all units two years prior to treatment)","5142346_1",NA,NA,NA,"EU ETS","EU ETS","Gupta et al. (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",149,2005-01-01,2002-01-01,2007-12-31,2.9972602739726,"Probably No","Probably No","All German manufacturing firms chosen. Identifying assumptions are correctly stated but only two years prior to treatment compared. The provided evidence suggests that the assumption of equal pre-treatment trends may not be rejected.","Probably Yes","A reasonable list of variables was used to match treated and untreated units but the heterogenous effect of the economic crisis on German manufacturing sectors was not discussed and threatens the identification assumptions.","Probably No",NA,"medium",30.8293208848384,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Gupta, Nitish;  Shah, Jay;  Gupta, Satwik;  Kaul, Ruchir",2021,"Causal Impact Of European Union Emission Trading Scheme On Firm Behaviour And Economic Performance: A Study Of German Manufacturing Firms","5142346",NA,"include","introduction effect",NA,"table 3, p.7, phase 1 estimates","DiD","Matching","OLS (pure cross section)","CO2","Total","Levels","log-level","No",NA,"complete",-0.02,NA,"decrease","periodic",0.02,NA,NA,NA,NA,28162,27710,452,NA,"insignificant",NA,NA,NA,NA,"Year","country",NA,"Industry","all fuels","AFiD-Panel Industriebetriebe;Statistische Ämter der Länder;2005-2010","Mean emissions: Table 1 provides summary stats, but non of the provided values would make for a meaningful mean emissions measure (only mean emissions of all units two years prior to treatment)","5142346_1",NA,NA,NA,"EU ETS","EU ETS","Gupta et al. (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",150,2005-01-01,2002-01-01,2007-12-31,2.9972602739726,"Probably No","Probably No","All German manufacturing firms chosen. Identifying assumptions are correctly stated but only two years prior to treatment compared. The provided evidence suggests that the assumption of equal pre-treatment trends may not be rejected.","Probably Yes","A reasonable list of variables was used to match treated and untreated units but the heterogenous effect of the economic crisis on German manufacturing sectors was not discussed and threatens the identification assumptions.","Probably No",NA,"medium",30.8293208848384,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Gupta, Nitish;  Shah, Jay;  Gupta, Satwik;  Kaul, Ruchir",2021,"Causal Impact Of European Union Emission Trading Scheme On Firm Behaviour And Economic Performance: A Study Of German Manufacturing Firms","5142346",NA,"include","introduction effect",NA,"table 3, p.7, phase 1 estimates","DiD","Matching","OLS (pure cross section)","CO2","Total","Levels","log-level","No",NA,"complete",-0.03,NA,"decrease","periodic",0.03,NA,NA,NA,NA,28162,27710,452,NA,"insignificant",NA,NA,NA,NA,"Year","country",NA,"Industry","all fuels","AFiD-Panel Industriebetriebe;Statistische Ämter der Länder;2005-2010","Mean emissions: Table 1 provides summary stats, but non of the provided values would make for a meaningful mean emissions measure (only mean emissions of all units two years prior to treatment)","5142346_1",NA,NA,NA,"EU ETS","EU ETS","Gupta et al. (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",151,2005-01-01,2002-01-01,2007-12-31,2.9972602739726,"Probably No","Probably No","All German manufacturing firms chosen. Identifying assumptions are correctly stated but only two years prior to treatment compared. The provided evidence suggests that the assumption of equal pre-treatment trends may not be rejected.","Probably Yes","A reasonable list of variables was used to match treated and untreated units but the heterogenous effect of the economic crisis on German manufacturing sectors was not discussed and threatens the identification assumptions.","Probably No",NA,"medium",30.8293208848384,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Gupta, Nitish;  Shah, Jay;  Gupta, Satwik;  Kaul, Ruchir",2021,"Causal Impact Of European Union Emission Trading Scheme On Firm Behaviour And Economic Performance: A Study Of German Manufacturing Firms","5142346",NA,"include","introduction effect",NA,"table 3, p.7, phase 2 estimates","DiD","Matching","OLS (pure cross section)","CO2","Total","Levels","log-level","No",NA,"complete",-0.28,NA,"decrease","periodic",0.05,NA,NA,NA,NA,28162,27710,452,NA,"0.95",NA,NA,NA,NA,"Year","country",NA,"Industry","all fuels","AFiD-Panel Industriebetriebe;Statistische Ämter der Länder;2005-2010","Significance level reproted by stars (0.95) does not match with reported standard errors, which suggest a significance level >0.99. Mean emissions: Table 1 provides summary stats, but non of the provided values would make for a meaningful mean emissions measure (only mean emissions of all units two years prior to treatment)","5142346_1",NA,NA,NA,"EU ETS","EU ETS","Gupta et al. (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",152,2005-01-01,2002-01-01,2012-12-31,8.0027397260274,"Probably No","Probably No","All German manufacturing firms chosen. Identifying assumptions are correctly stated but only two years prior to treatment compared. The provided evidence suggests that the assumption of equal pre-treatment trends may not be rejected.","Probably Yes","A reasonable list of variables was used to match treated and untreated units but the heterogenous effect of the economic crisis on German manufacturing sectors was not discussed and threatens the identification assumptions.","Probably No",NA,"medium",24.3141403120527,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Gupta, Nitish;  Shah, Jay;  Gupta, Satwik;  Kaul, Ruchir",2021,"Causal Impact Of European Union Emission Trading Scheme On Firm Behaviour And Economic Performance: A Study Of German Manufacturing Firms","5142346",NA,"include","introduction effect",NA,"table 3, p.7, phase 2 estimates","DiD","Matching","OLS (pure cross section)","CO2","Total","Levels","log-level","No",NA,"complete",-0.25,NA,"decrease","periodic",0.03,NA,NA,NA,NA,28162,27710,452,NA,"0.95",NA,NA,NA,NA,"Year","country",NA,"Industry","all fuels","AFiD-Panel Industriebetriebe;Statistische Ämter der Länder;2005-2010","Significance level reproted by stars (0.95) does not match with reported standard errors, which suggest a significance level >0.99. Mean emissions: Table 1 provides summary stats, but non of the provided values would make for a meaningful mean emissions measure (only mean emissions of all units two years prior to treatment)","5142346_1",NA,NA,NA,"EU ETS","EU ETS","Gupta et al. (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",153,2005-01-01,2002-01-01,2012-12-31,8.0027397260274,"Probably No","Probably No","All German manufacturing firms chosen. Identifying assumptions are correctly stated but only two years prior to treatment compared. The provided evidence suggests that the assumption of equal pre-treatment trends may not be rejected.","Probably Yes","A reasonable list of variables was used to match treated and untreated units but the heterogenous effect of the economic crisis on German manufacturing sectors was not discussed and threatens the identification assumptions.","Probably No",NA,"medium",24.3141403120527,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Gupta, Nitish;  Shah, Jay;  Gupta, Satwik;  Kaul, Ruchir",2021,"Causal Impact Of European Union Emission Trading Scheme On Firm Behaviour And Economic Performance: A Study Of German Manufacturing Firms","5142346",NA,"include","introduction effect",NA,"table 3, p.7, phase 2 estimates","DiD","Matching","OLS (pure cross section)","CO2","Total","Levels","log-level","No",NA,"complete",-0.26,NA,"decrease","periodic",0.03,NA,NA,NA,NA,28162,27710,452,NA,"0.95",NA,NA,NA,NA,"Year","country",NA,"Industry","all fuels","AFiD-Panel Industriebetriebe;Statistische Ämter der Länder;2005-2010","Significance level reproted by stars (0.95) does not match with reported standard errors, which suggest a significance level >0.99. Mean emissions: Table 1 provides summary stats, but non of the provided values would make for a meaningful mean emissions measure (only mean emissions of all units two years prior to treatment)","5142346_1",NA,NA,NA,"EU ETS","EU ETS","Gupta et al. (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",154,2005-01-01,2002-01-01,2012-12-31,8.0027397260274,"Probably No","Probably No","All German manufacturing firms chosen. Identifying assumptions are correctly stated but only two years prior to treatment compared. The provided evidence suggests that the assumption of equal pre-treatment trends may not be rejected.","Probably Yes","A reasonable list of variables was used to match treated and untreated units but the heterogenous effect of the economic crisis on German manufacturing sectors was not discussed and threatens the identification assumptions.","Probably No",NA,"medium",24.3141403120527,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","1","Table 2, A","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",0.0274,NA,"increase","periodic",0.0141,NA,NA,NA,NA,787,480,307,NA,"insignificant","main specification",NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",155,2011-01-01,2010-01-01,2011-12-31,0.997260273972603,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",123.600337341463,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","2","Table 2, B","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1167,NA,"decrease","periodic",0.0271,NA,NA,NA,NA,783,480,303,NA,"0.99","main specification",NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",156,2011-01-01,2010-01-01,2012-12-31,2,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",122.713816189091,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","3","Table 2, C","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1586,NA,"decrease","periodic",0.0264,NA,NA,NA,NA,771,472,299,NA,"0.99","main specification",NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",157,2011-01-01,2010-01-01,2013-12-31,3,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",112.713978762262,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","4","Table 2, D","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1894,NA,"decrease","periodic",0.0288,NA,NA,NA,NA,750,457,293,NA,"0.99","main specification",NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",158,2011-01-01,2010-01-01,2014-12-31,4,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",103.190090197677,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","5","Table 3, A","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",0.0078,NA,"increase","periodic",0.0134,NA,NA,NA,NA,955,479,476,NA,"insignificant",NA,NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",159,2011-01-01,2010-01-01,2011-12-31,0.997260273972603,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",123.600337341463,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","6","Table 3, B","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1001,NA,"decrease","periodic",0.0208,NA,NA,NA,NA,950,479,471,NA,"0.99",NA,NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",160,2011-01-01,2010-01-01,2012-12-31,2,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",122.713816189091,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","7","Table 3, C","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1742,NA,"decrease","periodic",0.0317,NA,NA,NA,NA,941,474,467,NA,"0.99",NA,NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",161,2011-01-01,2010-01-01,2013-12-31,3,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",112.713978762262,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","8","Table 3, D","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1626,NA,"decrease","periodic",0.0283,NA,NA,NA,NA,922,460,462,NA,"0.99",NA,NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",162,2011-01-01,2010-01-01,2014-12-31,4,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",103.190090197677,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","1","Page 293 ; table 3 ; column 1 ; line 1","DiD","OLS (pure cross section)",NA,"Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.098,NA,"decrease","periodic",0.012,NA,NA,0,NA,292,47,245,292,"0.99","main specification",NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2012 and 2013-2015","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",163,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","2","Page 293 ; table 3 ; column 1 ; line 2","DiD","OLS (pure cross section)",NA,"Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.099,NA,"decrease","periodic",0.013,NA,NA,0,NA,292,47,245,292,"0.99","main specification",NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2011 and 2013-2015","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",164,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","3","Page 293 ; table 3 ; column 2 ; line 1","Matching","DiD","OLS (pure cross section)","Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.152,NA,"decrease","periodic",0.065,NA,NA,0.019,NA,292,47,245,292,"0.95",NA,NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2012 and 2013-2015, nearest neighbor matching estimator with the closest neighbor","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",165,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","4","Page 293 ; table 3 ; column 2 ; line 2","Matching","DiD","OLS (pure cross section)","Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.16,NA,"decrease","periodic",0.07,NA,NA,0.022,NA,292,47,245,292,"0.95",NA,NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2011 and 2013-2015, nearest neighbor matching estimator with the closest neighbor","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",166,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
