"authors","PY","title","idNacsos","doi","includeStudy","effectSize.type","effectNumber","locationOfInformation","studyDesignType","studyDesignType2","studyDesignType3","dependentVariable.co2GHG","dependentVariable.totalCapita","dependentVariable.levelsGrowthrates","logTransformation","largerRoBDummy","Notes.largerRoB","effectSize.informationComplete","effectSize.statisticalEstimate","effectSize.statisticalEstimate.standardized","effectSize.direction","effectSize.cumulativePeriodic","standardError","standardError.standardized","tStatistic","pvalue","confidenceIntervall","sampleSize.total","sampleSize.treatment","sampleSize.control","NumberOfObservations","significanceLevel","mainSpecification","carbonPriceMean","carbonPriceMean.standardized","carbonPriceMeanCurrencyBaseYear.standardized","timeAggregationLevel","entityAggregation","meanEmissions","emissionSector","fuelType","usedData","notes","idStudy","confidenceIntervall.level","confidenceIntervall.lowerBound","confidenceIntervall.upperBound","intervention","intervention_granular","label","did","panel_with_FE","panel_without_FE","synthetic_control","matching","rdd","study_design","idEffect","introduction_date","start_date","end_date","duration","RoB.treat","RoB.control","Notes.RoB.selection","RoB.confounders","Notes.RoB.confounders","RoB.other","Notes.RoB.other","RoB","carbonPriceMean.USD.2010","energy","industry","transport","buildings","industrial_sectors","consumer_sectors","tax","cap_and_trade","effect_size_transformation","transformation_issues","uncertainty_measure","effect_size_percent","SE_percent"
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","7","Table 3, C","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1742,NA,"decrease","periodic",0.0317,NA,-5.49526813880126,NA,NA,941,474,467,NA,"0.99",NA,NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",161,2011-01-01,2010-01-01,2013-12-31,3,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",112.713978762262,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"relative change in percent/100, introduction effect",NA,"standard error",-17.42,3.17
"Hamamoto, M.",2021,"Target-setting emissions trading program in saitama prefecture: Impact on CO2 emissions in the first compliance period","4686042","10.1007/978-981-15-6964-7_7","include","introduction effect","8","Table 3, D","DiD","Matching",NA,"CO2","Total","Levels","relative change in percent/100",NA,NA,"complete",-0.1626,NA,"decrease","periodic",0.0283,NA,-5.74558303886926,NA,NA,922,460,462,NA,"0.99",NA,NA,NA,NA,"Year","firm",NA,"allcoveredsectors","all fuels","Saitama & Gunma Prefectural Governments",NA,"4686042_1",NA,NA,NA,"Saitama ETS","Saitama ETS","Hamamoto (2021)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",162,2011-01-01,2010-01-01,2014-12-31,4,"Probably No","No Information","The treatment group consists of all treated firms. The control group is chosen from the nabouring prefecture and propensity score matching is conducted. Little information is provided on the comparability of the firms and no information on the characterisitcs used for matching.","Probably Yes","No control variables are used. Confounding factors are potentially addressed by the matching procedure, for which little information is provided.","Probably No","The other most relevant climate policy the authors discribe is applied in the treatment and control region in a similar form. A few treated study objects drop out of treatment as they fall below the emission threshold. These are excluded for years where they are no longer covered, which could potentially cause a bias.","medium",103.190090197677,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"relative change in percent/100, introduction effect",NA,"standard error",-16.26,2.83
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","1","Page 293 ; table 3 ; column 1 ; line 1","DiD","OLS (pure cross section)",NA,"Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.098,NA,"decrease","periodic",0.012,NA,-8.16666666666667,1e-04,NA,292,47,245,292,"0.99","main specification",NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2012 and 2013-2015","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",163,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-9.33510962460791,1.14307464791117
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","2","Page 293 ; table 3 ; column 1 ; line 2","DiD","OLS (pure cross section)",NA,"Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.099,NA,"decrease","periodic",0.013,NA,-7.61538461538462,1e-04,NA,292,47,245,292,"0.99","main specification",NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2011 and 2013-2015","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",164,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-9.42572919764515,1.23772201585239
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","3","Page 293 ; table 3 ; column 2 ; line 1","Matching","DiD","OLS (pure cross section)","Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.152,NA,"decrease","periodic",0.065,NA,-2.33846153846154,0.019,NA,292,47,245,292,"0.95",NA,NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2012 and 2013-2015, nearest neighbor matching estimator with the closest neighbor","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",165,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-14.1011719258877,6.03010641567564
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","4","Page 293 ; table 3 ; column 2 ; line 2","Matching","DiD","OLS (pure cross section)","Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.16,NA,"decrease","periodic",0.07,NA,-2.28571428571429,0.022,NA,292,47,245,292,"0.95",NA,NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2011 and 2013-2015, nearest neighbor matching estimator with the closest neighbor","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",166,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-14.7856211033789,6.46870923272825
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","5","Page 293 ; table 3 ; column 3 ; line 1","Matching","DiD","OLS (pure cross section)","Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.131,NA,"decrease","periodic",0.066,NA,-1.98484848484848,0.047,NA,292,47,245,292,"0.95",NA,NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2012 and 2013-2015, nearest neighbor matching estimator with the three closest neighbors","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",167,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-12.2782225608956,6.18597472533674
"Hanoteau, J; Talbot, D",2019,"Impacts of the Quebec carbon emissions trading scheme on plant-level performance and employment","2276954","10.1080/17583004.2019.1595154","include","introduction effect","6","Page 293 ; table 3 ; column 3 ; line 2","Matching","DiD","OLS (pure cross section)","Greenhouse gases  ","Total","Levels","log-level",NA,NA,"complete",-0.134,NA,"decrease","periodic",0.07,NA,-1.91428571428571,0.054,NA,292,47,245,292,"0.9",NA,NA,NA,NA,"Year","plant",739,"allcoveredsectors","all fuels","Environment and climate change Canada, National Pollutant Release Inventory","GHG emissions for 2010, in 1000 t Co2e ; dependent variable is the change in GHG emissions between period 2010-2011 and 2013-2015, nearest neighbor matching estimator with the three closest neighbors","2276954_1",NA,NA,NA,"Quebec ETS","Quebec ETS","Hanoteau & Talbot (2019)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",168,2013-01-01,2010-01-01,2015-12-31,2.9972602739726,"Probably No","Probably No","The study includes all provinces of Canada except British Columbia from 2010 to 2015 ; the treatment group includes industrial facilities in Quebec covered by the ETS ; the control group includs industrial facilities from the same sectors and with the same characteristics from other provinces in Canada, exclduing British Columbia which implement  a carbon tax scheme in 2008","Probably No","Includes industry fixed effects, and controls for the historical level of GHG emissions in 2010 (in log) and NAICS industrial classification code indicator variables, with standard errors clustered by province","Probably No",NA,"low",12.9170461788653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-12.5409935396666,6.55126528191539
"Hintermann, Beat; Žarković, Maja",2021,"A carbon horse race: abatement subsidies vs. permit trading in Switzerland","4376634","10.1080/14693062.2020.1846485","include","introduction effect","1","Table 2, Column 1","DiD","Panel w/ entity FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",0.07,NA,"increase","periodic",0.623,NA,0.112359550561798,NA,NA,212,26,186,1720,"insignificant",NA,NA,NA,NA,"Year","plant",41.593,"allcoveredsectors","all fuels","Swiss Emissions Trading Registry","There are further effect sizes included in the paper, which interact the treatment dummy with other characteristics of the plant. Therefore they are not coded here.","4376634_1",NA,NA,NA,"Swiss ETS","Swiss ETS","Hintermann & Žarković (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",169,2013-01-01,2008-01-01,2018-12-31,6,"Yes","Yes","The treated firms are part of the Swiss ETS. However, 95% of the allowances of the ETS are, according to the text, allocated for free. The remainder is auctioned. And ""no secondary allowance market has emerged"". So in practise there is hardly any price on emissions. The controll group consists of firms are covered by a different policy, which subsidises abatement. Treated firms were also governed by this policy before the ETS was introduced. So basically the insentives between ETS and non-ETS firms are reversed.","Probably No","The study uses pre treatment emissions levels, emissions changes, revenue, capital, employment and proxies for other regulation.","Probably No",NA,"high",18.5264357672404,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",7.25081812542165,64.5322813162527
"Hintermann, Beat; Žarković, Maja",2021,"A carbon horse race: abatement subsidies vs. permit trading in Switzerland","4376634","10.1080/14693062.2020.1846485","include","introduction effect","2","Table 2, Column 2","DiD","Panel w/ entity FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.071,NA,"decrease","periodic",0.632,NA,-0.112341772151899,NA,NA,212,26,186,2066,"insignificant",NA,NA,NA,NA,"Year","plant",41.593,"allcoveredsectors","all fuels","Swiss Emissions Trading Registry","There are further effect sizes included in the paper, which interact the treatment dummy with other characteristics of the plant. Therefore they are not coded here.","4376634_1",NA,NA,NA,"Swiss ETS","Swiss ETS","Hintermann & Žarković (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",170,2013-01-01,2008-01-01,2018-12-31,6,"Yes","Yes","The treated firms are part of the Swiss ETS. However, 95% of the allowances of the ETS are, according to the text, allocated for free. The remainder is auctioned. And ""no secondary allowance market has emerged"". So in practise there is hardly any price on emissions. The controll group consists of firms are covered by a different policy, which subsidises abatement. Treated firms were also governed by this policy before the ETS was introduced. So basically the insentives between ETS and non-ETS firms are reversed.","Probably No","The study uses pre treatment emissions levels, emissions changes, revenue, capital, employment and proxies for other regulation.","Probably No",NA,"high",18.5264357672404,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-6.85381078724079,61.0085692610729
"Hintermann, Beat; Žarković, Maja",2021,"A carbon horse race: abatement subsidies vs. permit trading in Switzerland","4376634","10.1080/14693062.2020.1846485","include","introduction effect","3","Table 2, Column 3","DiD","Panel w/ entity FE","Matching","CO2","Total","Levels","log-level",NA,NA,"complete",0.108,NA,"increase","periodic",0.368,NA,0.293478260869565,NA,NA,212,26,186,433,"insignificant","main specification",NA,NA,NA,"Year","plant",41.593,"allcoveredsectors","all fuels","Swiss Emissions Trading Registry","There are further effect sizes included in the paper, which interact the treatment dummy with other characteristics of the plant. Therefore they are not coded here.","4376634_1",NA,NA,NA,"Swiss ETS","Swiss ETS","Hintermann & Žarković (2021)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",171,2013-01-01,2008-01-01,2018-12-31,6,"Yes","Yes","The treated firms are part of the Swiss ETS. However, 95% of the allowances of the ETS are, according to the text, allocated for free. The remainder is auctioned. And ""no secondary allowance market has emerged"". So in practise there is hardly any price on emissions. The controll group consists of firms are covered by a different policy, which subsidises abatement. Treated firms were also governed by this policy before the ETS was introduced. So basically the insentives between ETS and non-ETS firms are reversed.","Probably No","The study uses pre treatment emissions levels, emissions changes, revenue, capital, employment and proxies for other regulation.","Probably No",NA,"high",18.5264357672404,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",11.4047745386468,38.8607132427964
"Hintermann, Beat; Žarković, Maja",2021,"A carbon horse race: abatement subsidies vs. permit trading in Switzerland","4376634","10.1080/14693062.2020.1846485","include","introduction effect","4","Table 2, Column 4","DiD","Panel w/ entity FE","Matching","CO2","Total","Levels","log-level",NA,NA,"complete",0.157,NA,"increase","periodic",0.129,NA,1.21705426356589,NA,NA,212,26,186,568,"insignificant","main specification",NA,NA,NA,"Year","plant",41.593,"allcoveredsectors","all fuels","Swiss Emissions Trading Registry","There are further effect sizes included in the paper, which interact the treatment dummy with other characteristics of the plant. Therefore they are not coded here.","4376634_1",NA,NA,NA,"Swiss ETS","Swiss ETS","Hintermann & Žarković (2021)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",172,2013-01-01,2008-01-01,2018-12-31,6,"Yes","Yes","The treated firms are part of the Swiss ETS. However, 95% of the allowances of the ETS are, according to the text, allocated for free. The remainder is auctioned. And ""no secondary allowance market has emerged"". So in practise there is hardly any price on emissions. The controll group consists of firms are covered by a different policy, which subsidises abatement. Treated firms were also governed by this policy before the ETS was introduced. So basically the insentives between ETS and non-ETS firms are reversed.","Probably No","The study uses pre treatment emissions levels, emissions changes, revenue, capital, employment and proxies for other regulation.","Probably No",NA,"high",18.5264357672404,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",16.9995613900914,13.9677924797566
"Hintermann, Beat; Žarković, Maja",2021,"A carbon horse race: abatement subsidies vs. permit trading in Switzerland","4376634","10.1080/14693062.2020.1846485","include","introduction effect","5","Table 2, Column 5","DiD","Panel w/ entity FE","Matching","CO2","Total","Levels","log-level",NA,NA,"complete",0.114,NA,"increase","periodic",0.22,NA,0.518181818181818,NA,NA,212,26,186,727,"insignificant","main specification",NA,NA,NA,"Year","plant",41.593,"allcoveredsectors","all fuels","Swiss Emissions Trading Registry","There are further effect sizes included in the paper, which interact the treatment dummy with other characteristics of the plant. Therefore they are not coded here.","4376634_1",NA,NA,NA,"Swiss ETS","Swiss ETS","Hintermann & Žarković (2021)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",173,2013-01-01,2008-01-01,2018-12-31,6,"Yes","Yes","The treated firms are part of the Swiss ETS. However, 95% of the allowances of the ETS are, according to the text, allocated for free. The remainder is auctioned. And ""no secondary allowance market has emerged"". So in practise there is hardly any price on emissions. The controll group consists of firms are covered by a different policy, which subsidises abatement. Treated firms were also governed by this policy before the ETS was introduced. So basically the insentives between ETS and non-ETS firms are reversed.","Probably No","The study uses pre treatment emissions levels, emissions changes, revenue, capital, employment and proxies for other regulation.","Probably No",NA,"high",18.5264357672404,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",12.0752124884153,23.3030416443102
"Hu, YC; Ren, SG; Wang, YJ; Chen, XH",2020,"Can carbon emission trading scheme achieve energy conservation and emission reduction? Evidence from the industrial sector in China","3598249","10.1016/j.eneco.2019.104590","include","introduction effect","1","Page 6 ; table 4 ; column 2 ; line 1","DiD",NA,NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.155,NA,"decrease","periodic",0.06,NA,-2.58333333333333,NA,NA,30,7,23,3155,"0.95",NA,NA,NA,NA,"Year","state/region",1.87,"allcoveredsectors","all fuels","CO2 emissions from the China Emission Accounts and Datasets (CEADs) ; other  variables from the China Statistical Yearbook, the China Industrial Statistical Yearbook and the China Statistical Yearbook on Science and Technology"," The mean emissions are the average log of annual emissions for the full sample over the full observation period (2005-2015) obtained from table 2 page 5. While the paper claims to report t-statistics, the values rather appear to be standard errors (all positive, small values, t-statistics would not be in line with reported significance level) and are thus interpreted that way.","3598249_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Hu et al. (2020)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",174,2011-01-01,2005-01-01,2015-12-31,5,"Probably No","Probably No","The study includes all the covered industries (Pge 4, Table 1)) in 30 provinces of mainland China from 2005 to 2015, consideres pilot regions as treatment group and non-pilot regions as control group, and exludes Tibet due to the lack of data.","Probably No","Includes province, industry and time fixed effects, and control variables (industrial size, revenue, foreign direct investment, export learning, per capita GDP, proportion of industrial output value, technological innovation, impact of other environmental regulations)","Probably No",NA,"low",6.7745243331715,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-14.3584822516386,5.55812216192464
"Hu, YC; Ren, SG; Wang, YJ; Chen, XH",2020,"Can carbon emission trading scheme achieve energy conservation and emission reduction? Evidence from the industrial sector in China","3598249","10.1016/j.eneco.2019.104590","include","introduction effect","3","Page 10 ; table 7 ; column 2 ; line 1","DiD","Matching",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.151,NA,"decrease","periodic",0.057,NA,-2.64912280701754,NA,NA,30,7,23,2886,"0.95",NA,NA,NA,NA,"Year","state/region",1.87,"allcoveredsectors","all fuels","CO2 emissions from the China Emission Accounts and Datasets (CEADs) ; other  variables from the China Statistical Yearbook, the China Industrial Statistical Yearbook and the China Statistical Yearbook on Science and Technology"," Robustness test with propensity score matching (covariates : GDP, proportion, patent, fee, size, revenue, FDI, export). The mean emissions are the average log of annual emissions for the full sample over the full observation period (2005-2015) obtained from table 2 page 5. While the paper claims to report t-statistics, the values rather appear to be standard errors (all positive, small values, t-statistics would not be in line with reported significance level) and are thus interpreted that way.","3598249_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Hu et al. (2020)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"DiD matching",176,2011-01-01,2005-01-01,2015-12-31,5,"Probably No","Probably No","The study includes all the covered industries (Pge 4, Table 1)) in 30 provinces of mainland China from 2005 to 2015, consideres pilot regions as treatment group and non-pilot regions as control group, and exludes Tibet due to the lack of data.","Probably No","Includes province, industry and time fixed effects, and control variables (industrial size, revenue, foreign direct investment, export learning, per capita GDP, proportion of industrial output value, technological innovation, impact of other environmental regulations)","Probably No",NA,"low",6.7745243331715,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-14.0152301340794,5.29051733538098
"Hu, YC; Ren, SG; Wang, YJ; Chen, XH",2020,"Can carbon emission trading scheme achieve energy conservation and emission reduction? Evidence from the industrial sector in China","3598249","10.1016/j.eneco.2019.104590","include","introduction effect","4","Page 11 ; table 8 ; column 2 ; line 1","DiD",NA,NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.148,NA,"decrease","periodic",0.063,NA,-2.34920634920635,NA,NA,30,7,23,2583,"0.95",NA,NA,NA,NA,"Year","state/region",1.87,"allcoveredsectors","all fuels","CO2 emissions from the China Emission Accounts and Datasets (CEADs) ; other  variables from the China Statistical Yearbook, the China Industrial Statistical Yearbook and the China Statistical Yearbook on Science and Technology"," Robustness test excluding for 2008/2009 (economic crisis). The mean emissions are the average log of annual emissions for the full sample over the full observation period (2005-2015) obtained from table 2 page 5. While the paper claims to report t-statistics, the values rather appear to be standard errors (all positive, small values, t-statistics would not be in line with reported significance level) and are thus interpreted that way.","3598249_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Hu et al. (2020)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",177,2011-01-01,2005-01-01,2015-12-31,5,"Probably No","Probably No","The study includes all the covered industries (Pge 4, Table 1)) in 30 provinces of mainland China from 2005 to 2015, consideres pilot regions as treatment group and non-pilot regions as control group, and exludes Tibet due to the lack of data.","Probably No","Includes province, industry and time fixed effects, and control variables (industrial size, revenue, foreign direct investment, export learning, per capita GDP, proportion of industrial output value, technological innovation, impact of other environmental regulations)","Probably No",NA,"low",6.7745243331715,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-13.7568885057954,5.85597280989942
"Hu, YC; Ren, SG; Wang, YJ; Chen, XH",2020,"Can carbon emission trading scheme achieve energy conservation and emission reduction? Evidence from the industrial sector in China","3598249","10.1016/j.eneco.2019.104590","include","introduction effect","5","Page 11 ; table 8 ; column 4 ; line 1","DiD",NA,NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.155,NA,"decrease","periodic",0.06,NA,-2.58333333333333,NA,NA,30,7,23,3155,"0.95",NA,NA,NA,NA,"Year","state/region",1.87,"allcoveredsectors","all fuels","CO2 emissions from the China Emission Accounts and Datasets (CEADs) ; other  variables from the China Statistical Yearbook, the China Industrial Statistical Yearbook and the China Statistical Yearbook on Science and Technology"," Robustness test control for SO2 ETS lauched in 2007. The mean emissions are the average log of annual emissions for the full sample over the full observation period (2005-2015) obtained from table 2 page 5. While the paper claims to report t-statistics, the values rather appear to be standard errors (all positive, small values, t-statistics would not be in line with reported significance level) and are thus interpreted that way.","3598249_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Hu et al. (2020)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DiD other",178,2011-01-01,2005-01-01,2015-12-31,5,"Probably No","Probably No","The study includes all the covered industries (Pge 4, Table 1)) in 30 provinces of mainland China from 2005 to 2015, consideres pilot regions as treatment group and non-pilot regions as control group, and exludes Tibet due to the lack of data.","Probably No","Includes province, industry and time fixed effects, and control variables (industrial size, revenue, foreign direct investment, export learning, per capita GDP, proportion of industrial output value, technological innovation, impact of other environmental regulations)","Probably No",NA,"low",6.7745243331715,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"log-level, introduction effect",NA,"standard error",-14.3584822516386,5.55812216192464
